invoice_id,vendor_id,po_id,contract_id,processor_id,market,currency,invoice_date,invoice_receipt_date,invoice_amount,invoice_payment_term,invoice_priority,approval_status,scenario_label,vendor_name,vendor_category,vendor_country,vendor_payment_term,vendor_risk_rating,historical_early_payment_rate,po_payment_term,po_amount,buying_team,contract_payment_term,agreement_type,sap_due_date,sap_payment_release_date,payment_status,payment_method,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day,processor_name,team,avg_daily_volume,historical_manual_override_rate,historical_early_release_rate,upr_flag,upr_reason,upr_approval_status,upr_requested_by,upr_documented_flag,source_of_truth_payment_term,contractual_due_date,recommended_release_date,days_to_contractual_due_date,days_paid_early,early_payment_flag,payment_term_mismatch_flag,po_invoice_term_delta,sap_contract_due_date_delta,vendor_early_payment_rate,processor_early_release_rate,processor_manual_override_rate,month_end_flag,weekend_release_flag,high_value_invoice_flag,upr_missing_but_early_flag,sap_error_present_flag,market_risk_score,workflow_risk_signal,approval_risk_score,amount_log,amount_band,root_cause_label,invoice_month,rule_based_term,rule_based_recommended_release_date,target_adjustment_days,true_recommended_release_date,predicted_adjustment_days,override_confidence,risk_score,predicted_root_cause,rule_flags,rule_flag_count,recommended_action,status,risk_band,risk_explanation,root_cause_narrative,is_flagged
INV00002854,V00405,PO0000817,CT000405,P0064,Mexico,INR,2025-08-23,2025-08-28,9381.52,60,High,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,"Brown, Johnson and Ryan",Facilities,Mexico,60,Low,0.1147,60,38158.65,Nutrition,60,Standard,2025-10-27,2025-10-01,Queued,ACH,2025-08-30,16,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening,Processor 064,AP Africa,75,0.3606,0.4673,0,,Not Applicable,,0,60,2025-10-27,2025-10-27,26,26,1,0,0,0,0.1147,0.4673,0.3606,0,0,0,1,0,0.36,0.7,0.55,9.146603662634934,Medium,Behavioural,2025-10,60,2025-10-27,1,2025-10-28,0,0.8333,0.509829953738736,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early,3,HOLD,Review Required,Medium,"Invoice INV00002854 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 11.5%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002855,V00295,PO0000743,CT000295,P0008,South Africa,USD,2026-03-20,2026-03-23,17158.87,45,Medium,Approved,PAYMENT_TERM_MISMATCH,Adkins and Sons,Logistics,South Africa,60,High,0.2097,30,64391.27,Corporate,60,Standard,2026-05-08,2026-04-22,Queued,NEFT,2026-03-25,2,Pending,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Morning,Processor 008,AP Europe,144,0.2318,0.1621,0,,Not Applicable,,0,60,2026-05-22,2026-05-28,30,30,1,1,-15,-14,0.2097,0.1621,0.2318,0,0,0,1,1,0.4,0.65,0.2,9.750328797255682,Medium,System error,2026-04,60,2026-05-22,7,2026-05-29,6,0.8333,0.7151738116670977,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch,5,HOLD,Review Required,High,"Invoice INV00002855 has been flagged because it is scheduled to release 30 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.0%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002856,V00113,PO0000668,CT000113,P0075,USA,EUR,2025-01-17,2025-01-22,14723.81,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Wang-Williams,IT Services,USA,30,Low,0.5132,30,31681.21,Beauty,30,Strategic,2025-02-21,2025-02-14,Queued,ACH,2025-01-22,13,Approved,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Evening,Processor 075,AP Europe,97,0.2261,0.238,0,,Not Applicable,,0,30,2025-02-21,2025-02-21,7,7,1,0,0,0,0.5132,0.238,0.2261,0,0,0,1,1,0.25,0.65,0.2,9.597289105210734,Medium,System error,2025-02,30,2025-02-21,7,2025-02-28,4,0.5,0.64758684403866,System error,Release before contractual due date; UPR missing but paid early; Repeat vendor early payment pattern,3,DEFER,Deferred,High,"Invoice INV00002856 has been flagged because it is scheduled to release 7 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 51.3%. Recommended action: DEFER.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002864,V00043,PO0000152,CT000043,P0072,Indonesia,IDR,2026-02-14,2026-02-16,110539.87,90,High,Approved,HIGH_VALUE_MANUAL_OVERRIDE,"Smith, Allison and Christian",Professional Services,Indonesia,90,High,0.4222,90,66452.09,Foods,60,Standard,2026-04-17,2026-03-08,Queued,ACH,2026-02-17,12,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,60,2026-04-17,2026-04-18,40,40,1,0,0,0,0.4222,0.3203,0.3462,0,1,1,1,0,0.38,0.7,0.2,11.613140595810416,Very High,Behavioural,2026-03,60,2026-04-17,1,2026-04-18,1,1.0,0.8329275212847138,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override; High-value early payment; Repeat vendor early payment pattern,6,HOLD,Review Required,Critical,"Invoice INV00002864 has been flagged because it is scheduled to release 40 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 42.2%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002869,V00015,PO0000622,CT000015,P0052,UK,GBP,2025-12-21,2025-12-24,46510.15,30,Low,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,Thomas-Nguyen,Marketing,UK,30,Low,0.1359,30,94605.84,Foods,30,Standard,2026-01-23,2025-12-11,Queued,ACH,2025-12-28,22,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,30,2026-01-23,2026-01-23,43,43,1,0,0,0,0.1359,0.4174,0.3964,0,0,0,1,0,0.22,0.7,0.2,10.747447347777868,Very High,Behavioural,2025-12,30,2026-01-23,-1,2026-01-22,0,0.8333,0.8432759035185247,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,Critical,"Invoice INV00002869 has been flagged because it is scheduled to release 43 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 13.6%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002870,V00258,PO0000293,CT000258,P0005,India,MXN,2026-02-27,2026-03-01,2585.25,30,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Wallace Inc,Professional Services,India,45,Medium,0.2182,45,330424.3,Corporate,45,Standard,2026-04-15,2026-03-10,Queued,NEFT,2026-03-04,14,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Late Night,Processor 005,AP SEA,129,0.0778,0.2335,0,,Not Applicable,,0,45,2026-04-15,2026-04-15,36,36,1,1,15,0,0.2182,0.2335,0.0778,0,0,0,1,1,0.35,0.65,0.2,7.8579642290597524,Low,System error,2026-03,45,2026-04-15,3,2026-04-18,6,0.5,0.5392510579329869,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch,4,HOLD,Review Required,Medium,"Invoice INV00002870 has been flagged because it is scheduled to release 36 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002872,V00251,PO0000008,CT000251,P0086,Germany,MXN,2025-01-27,2025-01-30,14142.59,30,Critical,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Dyer-Turner,Marketing,Germany,30,Low,0.185,60,108640.1,Beauty,30,Strategic,2025-03-01,2025-02-13,Queued,NEFT,2025-02-03,7,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning,Processor 086,AP SEA,87,0.0676,0.0726,1,Legal settlement,Approved,Finance Lead,1,30,2025-03-01,2025-03-01,16,16,1,1,30,0,0.185,0.0726,0.0676,0,0,0,0,0,0.18,0.55,0.55,9.557016796900717,Medium,UPR,2025-02,30,2025-03-01,-4,2025-02-25,-1,0.5,0.7396022966693345,UPR,Release before contractual due date; 15+ days early; PO/invoice payment term mismatch,3,APPROVE,Ready to Release,High,"Invoice INV00002872 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 18.5%. Recommended action: APPROVE.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00002874,V00331,PO0001025,CT000331,P0001,Indonesia,MXN,2025-05-11,2025-05-14,3348.46,60,Medium,Pending,BEHAVIOURAL_QUEUE_CLEARANCE,Morgan LLC,Logistics,Indonesia,30,Low,0.1661,30,198986.55,Corporate,30,Strategic,2025-06-10,2025-05-10,Queued,ACH,2025-05-16,19,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon,Processor 001,AP India,155,0.4192,0.2754,0,,Not Applicable,,0,30,2025-06-13,2025-06-18,34,34,1,1,-30,-3,0.1661,0.2754,0.4192,0,1,0,1,0,0.38,0.7,0.55,8.116554417796108,Low,System error,2025-05,30,2025-06-13,7,2025-06-20,5,0.6667,0.8677551596255542,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; Manual override,6,HOLD,Review Required,Critical,"Invoice INV00002874 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 16.6%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002875,V00110,PO0000958,CT000110,P0052,Mexico,ZAR,2025-06-24,2025-07-01,842348.51,30,Critical,Approved,HIGH_VALUE_MANUAL_OVERRIDE,Jackson-Nguyen,Marketing,Mexico,30,Low,0.2642,30,20664.35,Nutrition,30,Strategic,2025-07-31,2025-06-28,Queued,Wire,2025-07-04,5,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Morning,Processor 052,AP India,48,0.3964,0.4174,0,,Not Applicable,,0,30,2025-07-31,2025-08-01,33,33,1,0,0,0,0.2642,0.4174,0.3964,1,1,1,1,0,0.36,0.7,0.2,13.64395030210824,Very High,Behavioural,2025-06,30,2025-07-31,0,2025-07-31,1,0.8333,0.6762571563381984,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; High-value early payment; Repeat vendor early payment pattern,5,HOLD,Review Required,High,"Invoice INV00002875 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.4%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002878,V00358,PO0000180,CT000358,P0041,Indonesia,BRL,2025-06-14,2025-06-17,35118.22,30,Medium,Approved,BEHAVIOURAL_QUEUE_CLEARANCE,"Thompson, Gonzalez and Duarte",Packaging,Indonesia,30,Medium,0.221,30,34369.08,Foods,30,Standard,2025-07-17,2025-06-26,Queued,NEFT,2025-06-18,10,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening,Processor 041,AP Africa,52,0.3611,0.47,0,,Not Applicable,,0,30,2025-07-17,2025-07-18,21,21,1,0,0,0,0.221,0.47,0.3611,1,0,0,1,0,0.38,0.7,0.2,10.46650383793522,High,Behavioural,2025-06,30,2025-07-17,-1,2025-07-16,1,0.6667,0.7112538648862078,Behavioural,Release before contractual due date; 15+ days early; UPR missing but paid early; Manual override,4,HOLD,Review Required,High,"Invoice INV00002878 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 22.1%. Recommended action: HOLD.","The invoice appears to be driven by manual release behaviour, likely related to queue clearance or backlog pressure. AP leadership should review processor behaviour.",1
INV00002879,V00271,PO0000050,CT000271,P0050,India,IDR,2025-09-11,2025-09-16,305479.28,90,Medium,Approved,PAYMENT_TERM_MISMATCH,Chandler Inc,Facilities,India,30,Low,0.2687,30,13158.19,Corporate,30,Standard,2025-10-09,2025-09-30,Held,NEFT,2025-09-18,8,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning,Processor 050,AP India,66,0.181,0.207,0,,Not Applicable,,0,30,2025-10-16,2025-10-23,16,16,1,1,-60,-7,0.2687,0.207,0.181,1,0,1,1,1,0.35,0.65,0.2,12.629640505592185,Very High,System error,2025-09,30,2025-10-16,8,2025-10-24,7,0.8333,0.8073909009160272,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; PO/invoice payment term mismatch; High-value early payment; Repeat vendor early payment pattern,7,HOLD,Review Required,Critical,"Invoice INV00002879 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.9%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002880,V00138,PO0000299,CT000138,P0072,Brazil,USD,2025-08-18,2025-08-22,14023.23,90,Medium,Approved,REPEAT_VENDOR_PATTERN,Johnson-Beltran,Packaging,Brazil,45,Low,0.3193,45,37956.67,Ice Cream,45,Exception,2025-10-06,2025-09-13,Queued,ACH,2025-08-26,17,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 072,AP Africa,188,0.3462,0.3203,0,,Not Applicable,,0,45,2025-10-06,2025-10-08,23,23,1,1,-45,0,0.3193,0.3203,0.3462,0,1,0,1,0,0.42,0.6,0.2,9.548541826922945,Medium,Behavioural,2025-09,45,2025-10-06,3,2025-10-09,2,0.8333,0.4717347741621721,Insufficient audit trail,Release before contractual due date; 15+ days early; UPR missing but paid early; PO/invoice payment term mismatch; Repeat vendor early payment pattern,5,HOLD,Review Required,Medium,"Invoice INV00002880 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 31.9%. Recommended action: HOLD.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
INV00002882,V00361,PO0000023,CT000361,P0044,Mexico,EUR,2026-03-10,2026-03-15,23114.31,30,High,Pending,LEGITIMATE_UPR_EARLY_PAYMENT,Aguirre-Leach,Facilities,Mexico,30,Medium,0.228,45,55301.9,Beauty,90,Standard,2026-06-18,2026-06-09,Queued,Cheque,2026-03-18,3,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Evening,Processor 044,AP Americas,73,0.2386,0.1612,1,Critical supply continuity,Approved,Procurement,1,90,2026-06-13,2026-06-13,4,4,1,1,15,5,0.228,0.1612,0.2386,0,0,0,0,0,0.36,0.55,0.55,10.048250447537242,High,UPR,2026-06,90,2026-06-13,-1,2026-06-12,0,0.8333,0.6877129705415093,UPR,Release before contractual due date; SAP due date differs from contract; PO/invoice payment term mismatch,3,DEFER,Deferred,High,"Invoice INV00002882 has been flagged because it is scheduled to release 4 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 22.8%. Recommended action: DEFER.",The invoice appears linked to an urgent payment request. Governance should verify that the request is approved and documented before release.,1
INV00002885,V00228,PO0000032,CT000228,P0046,Brazil,ZAR,2025-06-07,2025-06-11,80637.29,45,Medium,Approved,CORA_SAP_SYSTEM_ERROR,Kirk-Proctor,Facilities,Brazil,45,Medium,0.5679,45,59698.7,Ice Cream,45,Standard,2025-07-31,2025-07-03,Queued,ACH,2025-06-14,15,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Evening,Processor 046,AP LATAM,170,0.1096,0.1866,0,,Not Applicable,,0,45,2025-07-26,2025-07-30,23,23,1,0,0,5,0.5679,0.1866,0.1096,0,0,0,1,1,0.42,0.65,0.2,11.297728877723216,Very High,System error,2025-07,45,2025-07-26,5,2025-07-31,4,0.8333,0.6670130703705006,System error,Release before contractual due date; 15+ days early; UPR missing but paid early; SAP due date differs from contract; Repeat vendor early payment pattern,5,HOLD,Review Required,High,"Invoice INV00002885 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 56.8%. Recommended action: HOLD.",The invoice shows indicators of SAP/Cora date or payment term logic issues. The due date mapping should be corrected before payment release.,1
INV00002887,V00145,PO0001172,CT000145,P0090,Brazil,MXN,2026-01-01,2026-01-07,85443.42,60,High,Approved,NORMAL_ON_TIME,"Walsh, Stanton and Walker",Marketing,Brazil,60,Low,0.2144,60,34437.99,Corporate,60,Standard,2026-03-08,2026-02-24,Queued,ACH,2026-01-08,4,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon,Processor 090,AP Africa,132,0.0935,0.0679,0,,Not Applicable,,0,60,2026-03-08,2026-03-09,12,12,1,0,0,0,0.2144,0.0679,0.0935,0,0,1,1,0,0.42,0.6,0.2,11.355621385065694,Very High,Insufficient audit trail,2026-02,60,2026-03-08,-1,2026-03-07,1,0.6667,0.3028629345098298,Insufficient audit trail,Release before contractual due date; UPR missing but paid early; High-value early payment,3,ESCALATE,Escalated,Low,"Invoice INV00002887 has been flagged because it is scheduled to release 12 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 21.4%. Recommended action: ESCALATE.",The invoice lacks enough audit evidence to explain the early release. Treat this as a priority governance case until ownership is confirmed.,1
