audit_id,invoice_id,action_taken,triggered_by,timestamp,root_cause,recommendation,risk_score,final_status,comments
AUD00001202,INV00002396,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:16,System error,HOLD until 2026-03-13 00:00:00,0.8013,Open,"Invoice INV00002396 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.8%. Recommended action: HOLD."
AUD00001203,INV00002398,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:17,System error,HOLD until 2025-05-16 00:00:00,0.6596,Open,"Invoice INV00002398 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 1.9%. Recommended action: HOLD."
AUD00001204,INV00002402,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:18,Behavioural,HOLD until 2026-01-18 00:00:00,0.8771,Open,"Invoice INV00002402 has been flagged because it is scheduled to release 35 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 18.5%. Recommended action: HOLD."
AUD00001205,INV00002403,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:19,System error,HOLD until 2026-03-08 00:00:00,0.5866,Open,"Invoice INV00002403 has been flagged because it is scheduled to release 33 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 3.8%. Recommended action: HOLD."
AUD00001206,INV00002404,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:20,Behavioural,HOLD until 2026-02-02 00:00:00,0.8425,Open,"Invoice INV00002404 has been flagged because it is scheduled to release 39 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 41.5%. Recommended action: HOLD."
AUD00001207,INV00002406,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:21,Insufficient audit trail,HOLD until 2025-09-10 00:00:00,0.3405,Open,"Invoice INV00002406 has been flagged because it is scheduled to release 17 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 37.7%. Recommended action: HOLD."
AUD00001208,INV00002407,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:22,Behavioural,HOLD until 2026-04-29 00:00:00,0.8721,Open,"Invoice INV00002407 has been flagged because it is scheduled to release 38 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 36.4%. Recommended action: HOLD."
AUD00001209,INV00002408,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:23,Behavioural,HOLD until 2026-02-11 00:00:00,0.5233,Open,"Invoice INV00002408 has been flagged because it is scheduled to release 28 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 52.7%. Recommended action: HOLD."
AUD00001210,INV00002410,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:24,Behavioural,DEFER until 2025-07-07 00:00:00,0.3377,Open,"Invoice INV00002410 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 20.4%. Recommended action: DEFER."
AUD00001211,INV00002411,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:25,UPR,APPROVE until 2025-05-12 00:00:00,0.6577,Closed,"Invoice INV00002411 has been flagged because it is scheduled to release 13 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 34.1%. Recommended action: APPROVE."
AUD00001212,INV00002416,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:26,Behavioural,HOLD until 2025-03-13 00:00:00,0.8607,Open,"Invoice INV00002416 has been flagged because it is scheduled to release 27 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00001213,INV00002417,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:27,UPR,HOLD until 2025-05-16 00:00:00,0.7522,Open,"Invoice INV00002417 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 30.5%. Recommended action: HOLD."
AUD00001214,INV00002418,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:28,Insufficient audit trail,HOLD until 2025-05-21 00:00:00,0.3235,Open,"Invoice INV00002418 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 26.9%. Recommended action: HOLD."
AUD00001215,INV00002420,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:29,System error,HOLD until 2026-01-05 00:00:00,0.7139,Open,"Invoice INV00002420 has been flagged because it is scheduled to release 23 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 56.8%. Recommended action: HOLD."
AUD00001216,INV00002421,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:30,System error,HOLD until 2026-01-13 00:00:00,0.5826,Open,"Invoice INV00002421 has been flagged because it is scheduled to release 34 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 28.4%. Recommended action: HOLD."
AUD00001217,INV00002427,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:31,System error,HOLD until 2025-11-09 00:00:00,0.6131,Open,"Invoice INV00002427 has been flagged because it is scheduled to release 16 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 44.0%. Recommended action: HOLD."
AUD00001218,INV00002430,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:32,System error,HOLD until 2026-01-20 00:00:00,0.6392,Open,"Invoice INV00002430 has been flagged because it is scheduled to release 20 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 19.0%. Recommended action: HOLD."
AUD00001219,INV00002431,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:33,System error,HOLD until 2026-03-31 00:00:00,0.8046,Open,"Invoice INV00002431 has been flagged because it is scheduled to release 24 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 9.3%. Recommended action: HOLD."
AUD00001220,INV00002432,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:34,System error,HOLD until 2025-08-17 00:00:00,0.6041,Open,"Invoice INV00002432 has been flagged because it is scheduled to release 37 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 44.2%. Recommended action: HOLD."
AUD00001221,INV00002433,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:35,UPR,HOLD until 2025-05-27 00:00:00,0.8192,Open,"Invoice INV00002433 has been flagged because it is scheduled to release 9 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 8.7%. Recommended action: HOLD."
AUD00001222,INV00002434,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:36,Behavioural,HOLD until 2026-02-25 00:00:00,0.9105,Open,"Invoice INV00002434 has been flagged because it is scheduled to release 29 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 21.4%. Recommended action: HOLD."
AUD00001223,INV00002435,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:37,Insufficient audit trail,HOLD until 2025-10-25 00:00:00,0.3502,Open,"Invoice INV00002435 has been flagged because it is scheduled to release 22 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 36.4%. Recommended action: HOLD."
AUD00001224,INV00002439,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:38,Behavioural,APPROVE until 2025-02-08 00:00:00,0.6434,Closed,"Invoice INV00002439 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 8.1%. Recommended action: APPROVE."
AUD00001225,INV00002441,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:39,Behavioural,HOLD until 2026-04-11 00:00:00,0.7906,Open,"Invoice INV00002441 has been flagged because it is scheduled to release 26 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 11.0%. Recommended action: HOLD."
AUD00001226,INV00002443,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:40,System error,DEFER until 2026-05-12 00:00:00,0.8584,Open,"Invoice INV00002443 has been flagged because it is scheduled to release 8 days before the contractual due date, UPR flag is missing, manual override is present, and the vendor historical early payment rate is 29.8%. Recommended action: DEFER."
AUD00001227,INV00002444,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:41,System error,HOLD until 2025-07-03 00:00:00,0.8049,Open,"Invoice INV00002444 has been flagged because it is scheduled to release 31 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 64.1%. Recommended action: HOLD."
AUD00001228,INV00002445,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:42,UPR,APPROVE until 2025-08-30 00:00:00,0.6616,Closed,"Invoice INV00002445 has been flagged because it is scheduled to release 11 days before the contractual due date, UPR flag is present, manual override is present, and the vendor historical early payment rate is 8.8%. Recommended action: APPROVE."
AUD00001229,INV00002446,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:43,UPR,HOLD until 2025-04-07 00:00:00,0.8375,Open,"Invoice INV00002446 has been flagged because it is scheduled to release 10 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 24.9%. Recommended action: HOLD."
AUD00001230,INV00002448,ESCALATE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:44,UPR,ESCALATE until 2025-05-26 00:00:00,0.6247,Open,"Invoice INV00002448 has been flagged because it is scheduled to release 3 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 4.2%. Recommended action: ESCALATE."
AUD00001231,INV00002450,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:45,Insufficient audit trail,HOLD until 2025-04-19 00:00:00,0.2882,Open,"Invoice INV00002450 has been flagged because it is scheduled to release 21 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 27.4%. Recommended action: HOLD."
AUD00001232,INV00002454,APPROVE,ML Risk Scorer + Rule Engine,2026-05-11 20:35:46,Not applicable / on-time,APPROVE until 2025-08-03 00:00:00,0.6853,Closed,"Invoice INV00002454 has been flagged because it is scheduled to release 0 days before the contractual due date, UPR flag is present, manual override is not present, and the vendor historical early payment rate is 6.7%. Recommended action: APPROVE."
AUD00001233,INV00002455,HOLD,ML Risk Scorer + Rule Engine,2026-05-11 20:35:47,Insufficient audit trail,HOLD until 2026-01-04 00:00:00,0.4847,Open,"Invoice INV00002455 has been flagged because it is scheduled to release 19 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 32.3%. Recommended action: HOLD."
AUD00001234,INV00002456,DEFER,ML Risk Scorer + Rule Engine,2026-05-11 20:35:48,Insufficient audit trail,DEFER until 2025-10-13 00:00:00,0.3114,Open,"Invoice INV00002456 has been flagged because it is scheduled to release 5 days before the contractual due date, UPR flag is missing, manual override is not present, and the vendor historical early payment rate is 18.6%. Recommended action: DEFER."
