invoice_id,queue_entry_date,queue_age_days,workflow_status,workflow_notes,manual_override_flag,sap_error_code,time_of_day
INV00002463,2025-11-29,12,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002464,2025-06-19,29,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002465,2025-03-15,5,Pending,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Afternoon
INV00002466,2026-01-18,24,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Late Night
INV00002467,2025-04-13,9,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00002468,2025-08-18,4,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002469,2025-04-26,3,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002470,2025-01-21,14,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002471,2025-07-14,7,Pending,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Late Night
INV00002472,2025-09-11,11,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002473,2025-12-14,1,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002474,2025-12-04,14,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Morning
INV00002475,2026-01-16,11,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002476,2026-01-13,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002477,2025-07-06,11,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002478,2025-06-09,9,Approved,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002479,2025-10-08,5,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002480,2025-08-07,10,Released,Scenario PAYMENT_TERM_MISMATCH: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Morning
INV00002481,2025-05-19,1,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002482,2025-01-19,13,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002483,2025-08-14,19,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002484,2025-08-03,17,Approved,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening
INV00002485,2026-03-13,8,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002486,2026-01-11,22,Approved,Scenario BEHAVIOURAL_QUEUE_CLEARANCE: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002487,2025-05-11,6,Released,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002488,2025-02-24,11,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002489,2026-01-03,8,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,CORA_SYNC_ERR,Afternoon
INV00002490,2025-08-15,14,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002491,2025-01-20,2,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,1,NONE,Evening
INV00002492,2025-12-14,2,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002493,2025-06-12,16,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002494,2025-03-21,17,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002495,2025-11-02,6,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Morning
INV00002496,2026-01-01,11,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00002497,2025-12-24,12,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002498,2025-05-12,9,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002499,2025-10-05,17,Released,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,1,DATE_MAP_ERR,Evening
INV00002500,2025-08-07,16,Approved,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002501,2026-02-03,2,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002502,2025-04-01,18,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002503,2026-01-12,12,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Late Night
INV00002504,2025-06-15,15,Approved,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,1,NONE,Afternoon
INV00002505,2025-10-16,0,Released,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002506,2025-08-23,7,Released,Cora/SAP date logic issue detected with code TERM_CFG_ERR; payment term mapping requires review.,0,TERM_CFG_ERR,Afternoon
INV00002507,2025-06-15,17,Pending,Cora/SAP date logic issue detected with code SAP_BLOCK_MISS; payment term mapping requires review.,1,SAP_BLOCK_MISS,Morning
INV00002508,2025-04-20,8,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Afternoon
INV00002509,2025-06-22,15,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002510,2025-10-08,1,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002511,2025-10-10,5,Released,Urgent payment request submitted by business; approval/documentation requires validation before release.,0,NONE,Morning
INV00002512,2025-10-17,10,Approved,Cora/SAP date logic issue detected with code CORA_SYNC_ERR; payment term mapping requires review.,0,CORA_SYNC_ERR,Morning
INV00002513,2025-11-01,19,Approved,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002514,2025-01-30,3,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002515,2025-07-02,17,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002516,2025-05-29,0,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002517,2025-07-09,10,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002518,2025-06-28,10,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002519,2025-03-30,16,Held,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Afternoon
INV00002520,2026-03-22,13,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002521,2025-01-09,16,Approved,Scenario REPEAT_VENDOR_PATTERN: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002522,2025-10-04,7,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002523,2025-08-02,15,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,TERM_CFG_ERR,Morning
INV00002524,2025-11-18,5,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002525,2026-01-23,2,Held,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002526,2025-11-01,16,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002527,2025-12-18,11,Held,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002528,2025-05-12,1,Released,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002529,2026-03-31,6,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Afternoon
INV00002530,2025-02-16,3,Approved,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002531,2025-11-08,8,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Morning
INV00002532,2025-03-17,12,Pending,Scenario LOW_RISK_STANDARD_PROCESS: standard queue movement; payment not before contractual due date.,0,NONE,Late Night
INV00002533,2025-04-23,2,Approved,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002534,2026-01-14,16,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00002535,2025-11-10,17,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002536,2025-10-23,17,Pending,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00002537,2026-01-18,4,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,0,NONE,Evening
INV00002538,2025-05-12,4,Pending,Cora/SAP date logic issue detected with code DATE_MAP_ERR; payment term mapping requires review.,0,DATE_MAP_ERR,Evening
INV00002539,2025-10-21,15,Released,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Late Night
INV00002540,2025-04-07,14,Released,"Early release detected with no documented UPR, system defect, or clear audit owner. Categorized as insufficient audit trail requiring investigation.",0,NONE,Evening
INV00002541,2025-08-12,11,Held,Scenario AUDIT_GAP_EARLY_RELEASE: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002542,2025-07-12,7,Approved,Scenario LEGITIMATE_UPR_EARLY_PAYMENT: standard queue movement; payment not before contractual due date.,1,NONE,Morning
INV00002543,2025-10-19,14,Pending,Scenario NORMAL_ON_TIME: standard queue movement; payment not before contractual due date.,0,NONE,Evening
INV00002544,2025-02-05,17,Released,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Evening
INV00002545,2025-01-13,14,Approved,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Morning
INV00002546,2025-01-22,26,Held,Manual override or queue clearance behaviour observed; payment appears accelerated before contractual due date.,1,NONE,Late Night
INV00002547,2025-05-09,4,Pending,Cora/SAP date logic issue detected with code NONE; payment term mapping requires review.,0,NONE,Morning
INV00002548,2025-09-27,10,Approved,Scenario CORA_SAP_SYSTEM_ERROR: standard queue movement; payment not before contractual due date.,0,DATE_MAP_ERR,Morning
